ID,DATE,TIME,VMAX,PER
AL021998,980825,0,100,0
AL021998,980825,6,100,0
AL021998,980825,12,100,0
AL021998,980825,18,100,0
AL021998,980826,0,100,0
AL021998,980826,6,100,0
AL021998,980826,12,100,0
AL021998,980826,18,100,0
AL021998,980827,0,95,-5
AL021998,980827,6,85,-15
AL021998,980827,12,75,-20
AL021998,980827,18,60,-25
AL021998,980828,0,65,0
AL021998,980828,6,75,0
AL021998,980828,12,65,0
AL021998,980828,18,60,-15
AL021998,980829,0,45,-20
AL021998,980829,6,45,-15
AL021998,980829,12,45,0
AL021998,980829,18,45,0
AL021998,980830,0,45,0
AL021998,980830,6,45,0
AL021998,980830,12,45,0
AL031998,980821,6,25,0
AL031998,980821,12,30,0
AL031998,980821,18,40,15
AL031998,980822,0,45,15
AL031998,980822,6,60,20
AL031998,980822,12,35,-10
AL031998,980822,18,30,0
AL031998,980823,0,25,0
AL031998,980823,6,20,0
AL031998,980823,12,20,0
AL031998,980823,18,20,0
AL031998,980824,0,20,0
AL041998,980824,6,25,0
AL041998,980824,12,30,0
AL041998,980824,18,35,10
AL041998,980825,0,40,10
AL041998,980825,6,50,15
AL041998,980825,12,65,25
AL041998,980825,18,75,25
AL041998,980826,0,80,15
AL041998,980826,6,90,15
AL041998,980826,12,85,5
AL041998,980826,18,80,-10
AL041998,980827,0,80,-5
AL041998,980827,6,85,5
AL041998,980827,12,90,10
AL041998,980827,18,85,0
AL041998,980828,0,80,-10
AL041998,980828,6,80,-5
AL041998,980828,12,80,0
AL041998,980828,18,80,0
AL041998,980829,0,75,-5
AL041998,980829,6,70,-10
AL041998,980829,12,70,-5
AL041998,980829,18,70,0
AL041998,980830,0,65,-5
AL041998,980830,6,65,-5
AL041998,980830,12,65,0
AL041998,980830,18,65,0
AL041998,980831,0,70,5
AL041998,980831,6,75,10
AL041998,980831,12,90,20
AL041998,980831,18,85,10
AL041998,980901,0,85,-5
AL041998,980901,6,85,0
AL041998,980901,12,85,0
AL041998,980901,18,90,5
AL041998,980902,0,80,-5
AL041998,980902,6,75,-15
AL041998,980902,12,70,-10
AL041998,980902,18,70,-5
AL041998,980903,0,70,0
AL041998,980903,6,70,0
AL041998,980903,12,70,0
AL041998,980903,18,65,-5
AL051998,980831,12,30,0
AL051998,980831,18,35,0
AL051998,980901,0,35,5
AL051998,980901,6,40,5
AL051998,980901,12,45,10
AL051998,980901,18,50,10
AL051998,980902,0,50,5
AL051998,980902,6,50,0
AL051998,980902,12,70,20
AL051998,980902,18,85,35
AL051998,980903,0,80,10
AL051998,980903,6,70,-15
AL051998,980903,12,45,0
AL061998,980908,18,30,0
AL061998,980909,0,30,0
AL061998,980909,6,30,0
AL061998,980909,12,30,0
AL061998,980909,18,35,5
AL061998,980910,0,40,10
AL061998,980910,6,40,5
AL061998,980910,12,45,5
AL061998,980910,18,45,5
AL061998,980911,0,55,10
AL061998,980911,6,45,0
AL061998,980911,12,40,0
AL061998,980911,18,35,0
AL061998,980912,0,30,0
AL061998,980912,6,30,0
AL061998,980912,12,30,0
AL061998,980912,18,30,0
AL061998,980913,0,25,0
AL061998,980913,6,20,0
AL061998,980913,12,20,0
AL061998,980913,18,20,0
AL071998,980915,12,30,0
AL071998,980915,18,30,0
AL071998,980916,0,30,0
AL071998,980916,6,30,0
AL071998,980916,12,35,5
AL071998,980916,18,35,5
AL071998,980917,0,45,10
AL071998,980917,6,50,15
AL071998,980917,12,55,10
AL071998,980917,18,65,15
AL071998,980918,0,70,15
AL071998,980918,6,80,15
AL071998,980918,12,85,15
AL071998,980918,18,90,10
AL071998,980919,0,90,5
AL071998,980919,6,95,5
AL071998,980919,12,110,20
AL071998,980919,18,125,30
AL071998,980920,0,130,20
AL071998,980920,6,135,10
AL071998,980920,12,130,0
AL071998,980920,18,115,-20
AL071998,980921,0,100,-30
AL071998,980921,6,100,-15
AL071998,980921,12,95,-5
AL071998,980921,18,90,-10
AL071998,980922,0,90,-5
AL071998,980922,6,95,5
AL071998,980922,12,105,15
AL071998,980922,18,95,0
AL071998,980923,0,70,0
AL071998,980923,6,65,0
AL071998,980923,12,65,0
AL071998,980923,18,65,0
AL071998,980924,0,65,0
AL071998,980924,6,65,0
AL071998,980924,12,70,0
AL071998,980924,18,75,0
AL071998,980925,0,80,10
AL071998,980925,6,85,10
AL071998,980925,12,90,10
AL071998,980925,18,90,5
AL071998,980926,0,90,0
AL071998,980926,6,90,0
AL071998,980926,12,90,0
AL071998,980926,18,90,0
AL071998,980927,0,95,5
AL071998,980927,6,95,5
AL071998,980927,12,95,0
AL071998,980927,18,95,0
AL071998,980928,0,95,0
AL071998,980928,6,90,-5
AL071998,980928,12,90,-5
AL071998,980928,18,65,-25
AL071998,980929,0,50,-40
AL071998,980929,6,40,-25
AL071998,980929,12,30,0
AL071998,980929,18,30,0
AL071998,980930,0,30,0
AL071998,980930,6,30,0
AL071998,980930,12,25,0
AL071998,980930,18,25,0
AL071998,981001,0,25,0
AL071998,981001,6,20,0
AL081998,980917,12,30,0
AL081998,980917,18,30,0
AL081998,980918,0,30,0
AL081998,980918,6,30,0
AL081998,980918,12,30,0
AL081998,980918,18,30,0
AL081998,980919,0,30,0
AL081998,980919,6,30,0
AL081998,980919,12,35,5
AL081998,980919,18,40,10
AL081998,980920,0,40,5
AL081998,980920,6,35,-5
AL081998,980920,12,30,0
AL081998,980920,18,20,0
AL091998,980919,0,25,0
AL091998,980919,6,25,0
AL091998,980919,12,25,0
AL091998,980919,18,25,0
AL091998,980920,0,30,5
AL091998,980920,6,30,5
AL091998,980920,12,30,0
AL091998,980920,18,35,5
AL091998,980921,0,35,5
AL091998,980921,6,35,0
AL091998,980921,12,35,0
AL091998,980921,18,40,5
AL091998,980922,0,40,5
AL091998,980922,6,45,5
AL091998,980922,12,45,5
AL091998,980922,18,55,10
AL091998,980923,0,50,5
AL091998,980923,6,45,-10
AL091998,980923,12,55,5
AL091998,980923,18,65,20
AL091998,980924,0,65,10
AL091998,980924,6,70,5
AL091998,980924,12,70,5
AL091998,980924,18,70,0
AL091998,980925,0,70,0
AL091998,980925,6,70,0
AL091998,980925,12,70,0
AL091998,980925,18,75,5
AL091998,980926,0,75,5
AL091998,980926,6,80,5
AL091998,980926,12,75,0
AL091998,980926,18,75,-5
AL091998,980927,0,60,-15
AL091998,980927,6,50,-25
AL091998,980927,12,45,-15
AL091998,980927,18,40,-10
AL101998,980921,6,30,0
AL101998,980921,12,30,0
AL101998,980921,18,35,5
AL101998,980922,0,40,10
AL101998,980922,6,45,10
AL101998,980922,12,55,15
AL101998,980922,18,65,20
AL101998,980923,0,70,15
AL101998,980923,6,75,10
AL101998,980923,12,80,10
AL101998,980923,18,85,10
AL101998,980924,0,85,5
AL101998,980924,6,90,5
AL101998,980924,12,90,5
AL101998,980924,18,90,0
AL101998,980925,0,90,0
AL101998,980925,6,90,0
AL101998,980925,12,85,-5
AL101998,980925,18,80,-10
AL101998,980926,0,75,-10
AL101998,980926,6,70,-10
AL101998,980926,12,70,-5
AL101998,980926,18,75,5
AL101998,980927,0,75,5
AL101998,980927,6,70,-5
AL101998,980927,12,70,-5
AL101998,980927,18,70,0
AL101998,980928,0,70,0
AL101998,980928,6,70,0
AL101998,980928,12,75,5
AL101998,980928,18,80,10
AL101998,980929,0,80,5
AL101998,980929,6,75,-5
AL101998,980929,12,65,-15
AL101998,980929,18,60,-15
AL101998,980930,0,50,-15
AL101998,980930,6,45,-15
AL101998,980930,12,40,-10
AL101998,980930,18,35,-10
AL111998,980923,12,25,0
AL111998,980923,18,30,0
AL111998,980924,0,35,10
AL111998,980924,6,35,5
AL111998,980924,12,40,5
AL111998,980924,18,45,10
AL111998,980925,0,50,10
AL111998,980925,6,55,10
AL111998,980925,12,65,15
AL111998,980925,18,70,15
AL111998,980926,0,75,10
AL111998,980926,6,75,5
AL111998,980926,12,75,0
AL111998,980926,18,80,5
AL111998,980927,0,90,15
AL111998,980927,6,90,10
AL111998,980927,12,80,-10
AL111998,980927,18,70,-20
AL111998,980928,0,55,-25
AL121998,981005,0,30,0
AL121998,981005,6,35,0
AL121998,981005,12,35,5
AL121998,981005,18,40,5
AL121998,981006,0,40,5
AL121998,981006,6,45,5
AL121998,981006,12,45,5
AL121998,981006,18,45,0
AL121998,981007,0,50,5
AL121998,981007,6,50,5
AL121998,981007,12,50,0
AL121998,981007,18,50,0
AL121998,981008,0,55,5
AL121998,981008,6,55,5
AL121998,981008,12,55,0
AL121998,981008,18,60,5
AL121998,981009,0,60,5
AL121998,981009,6,60,0
AL121998,981009,12,65,5
AL121998,981009,18,65,5
AL131998,981022,0,30,0
AL131998,981022,6,30,0
AL131998,981022,12,30,0
AL131998,981022,18,35,5
AL131998,981023,0,40,10
AL131998,981023,6,45,10
AL131998,981023,12,45,5
AL131998,981023,18,50,5
AL131998,981024,0,55,10
AL131998,981024,6,65,15
AL131998,981024,12,75,20
AL131998,981024,18,90,25
AL131998,981025,0,100,25
AL131998,981025,6,105,15
AL131998,981025,12,115,15
AL131998,981025,18,125,20
AL131998,981026,0,130,15
AL131998,981026,6,135,10
AL131998,981026,12,145,15
AL131998,981026,18,155,20
AL131998,981027,0,155,10
AL131998,981027,6,150,-5
AL131998,981027,12,150,-5
AL131998,981027,18,145,-5
AL131998,981028,0,140,-10
AL131998,981028,6,130,-15
AL131998,981028,12,115,-25
AL131998,981028,18,95,-35
AL131998,981029,0,85,-30
AL131998,981029,6,75,-20
AL131998,981029,12,70,-15
AL131998,981029,18,60,-15
AL131998,981030,0,55,-15
AL131998,981030,6,50,0
AL131998,981030,12,45,0
AL131998,981030,18,45,0
AL131998,981031,0,45,0
AL131998,981031,6,40,0
AL131998,981031,12,35,0
AL131998,981031,18,30,0
AL131998,981101,0,30,0
AL131998,981101,6,25,0
AL131998,981101,12,25,0
AL131998,981101,18,25,0
AL131998,981103,18,40,0
AL131998,981104,0,35,0
AL131998,981104,6,30,0
AL131998,981104,12,40,0
AL131998,981104,18,40,0
AL131998,981105,0,45,5
AL131998,981105,6,50,10
AL131998,981105,12,55,0
AL141998,981124,0,30,0
AL141998,981124,6,35,0
AL141998,981124,12,45,15
AL141998,981124,18,60,25
AL141998,981125,0,60,15
AL141998,981125,6,60,0
AL141998,981125,12,55,-5
AL141998,981125,18,50,-10
AL141998,981126,0,40,-15
AL141998,981126,6,35,-15
AL141998,981126,12,30,-10
AL141998,981126,18,25,-10
AL141998,981127,0,25,-5
AL141998,981127,6,25,0
AL141998,981127,12,30,5
AL141998,981127,18,40,15
AL141998,981128,0,50,20
AL141998,981128,6,50,10
AL141998,981128,12,50,0
AL141998,981128,18,50,0
AL141998,981129,0,45,-5
AL141998,981129,6,45,-5
AL141998,981129,12,55,10
AL141998,981129,18,60,15
AL141998,981130,0,65,10
AL141998,981130,6,65,5
AL141998,981130,12,65,0
AL141998,981130,18,70,5
AL141998,981201,0,75,10
AL141998,981201,6,70,0
AL141998,981201,12,60,-15
AL011999,990611,18,30,0
AL011999,990612,0,30,0
AL011999,990612,6,30,0
AL011999,990612,12,35,5
AL011999,990612,18,45,15
AL011999,990613,0,50,15
AL011999,990613,6,50,5
AL011999,990613,12,50,0
AL011999,990613,18,50,0
AL011999,990614,0,45,-5
AL011999,990614,6,40,-10
AL011999,990614,12,40,-5
AL011999,990614,18,40,0
AL011999,990615,0,40,0
AL011999,990615,6,40,0
AL011999,990615,12,45,5
AL011999,990615,18,45,5
AL011999,990616,0,45,0
AL011999,990616,6,45,0
AL011999,990616,12,40,-5
AL011999,990616,18,35,-10
AL011999,990617,0,30,-10
AL011999,990617,6,30,-5
AL011999,990617,12,30,0
AL011999,990617,18,30,0
AL011999,990618,0,25,-5
AL031999,990818,18,30,0
AL031999,990819,0,30,0
AL031999,990819,6,30,0
AL031999,990819,12,30,0
AL031999,990819,18,35,5
AL031999,990820,0,40,10
AL031999,990820,6,45,10
AL031999,990820,12,50,10
AL031999,990820,18,55,10
AL031999,990821,0,65,15
AL031999,990821,6,75,20
AL031999,990821,12,80,15
AL031999,990821,18,90,15
AL031999,990822,0,120,40
AL031999,990822,6,125,35
AL031999,990822,12,125,5
AL031999,990822,18,120,-5
AL031999,990823,0,100,-25
AL031999,990823,6,80,0
AL031999,990823,12,60,0
AL031999,990823,18,35,0
AL031999,990824,0,30,0
AL031999,990824,6,30,0
AL031999,990824,12,25,0
AL031999,990824,18,25,0
AL031999,990825,0,20,0
AL041999,990819,0,30,0
AL041999,990819,6,30,0
AL041999,990819,12,30,0
AL041999,990819,18,30,0
AL041999,990820,0,30,0
AL041999,990820,6,30,0
AL041999,990820,12,30,0
AL041999,990820,18,35,5
AL041999,990821,0,40,10
AL041999,990821,6,50,15
AL041999,990821,12,55,15
AL041999,990821,18,60,10
AL041999,990822,0,65,10
AL041999,990822,6,65,5
AL041999,990822,12,65,0
AL041999,990822,18,60,-5
AL041999,990823,0,50,-15
AL041999,990823,6,50,-10
AL041999,990823,12,50,0
AL041999,990823,18,50,0
AL041999,990824,0,50,0
AL041999,990824,6,50,0
AL041999,990824,12,50,0
AL041999,990824,18,50,0
AL041999,990825,0,55,5
AL041999,990825,6,55,5
AL041999,990825,12,55,0
AL041999,990825,18,60,5
AL041999,990826,0,65,10
AL041999,990826,6,65,5
AL041999,990826,12,65,0
AL041999,990826,18,70,5
AL041999,990827,0,80,15
AL041999,990827,6,80,10
AL041999,990827,12,90,10
AL041999,990827,18,90,10
AL041999,990828,0,100,10
AL041999,990828,6,115,25
AL041999,990828,12,120,20
AL041999,990828,18,120,5
AL041999,990829,0,120,0
AL041999,990829,6,115,-5
AL041999,990829,12,100,-20
AL041999,990829,18,95,-20
AL041999,990830,0,90,-10
AL041999,990830,6,90,-5
AL041999,990830,12,80,-10
AL041999,990830,18,80,-10
AL041999,990831,0,70,-10
AL041999,990831,6,60,-20
AL041999,990831,12,50,-20
AL051999,990824,0,30,0
AL051999,990824,6,30,0
AL051999,990824,12,35,5
AL051999,990824,18,40,10
AL051999,990825,0,40,5
AL051999,990825,6,40,0
AL051999,990825,12,45,5
AL051999,990825,18,55,15
AL051999,990826,0,60,15
AL051999,990826,6,65,10
AL051999,990826,12,65,5
AL051999,990826,18,70,5
AL051999,990827,0,65,0
AL051999,990827,6,65,-5
AL051999,990827,12,65,0
AL051999,990827,18,65,0
AL051999,990828,0,70,5
AL051999,990828,6,75,10
AL051999,990828,12,85,15
AL051999,990828,18,90,15
AL051999,990829,0,90,5
AL051999,990829,6,90,0
AL051999,990829,12,90,0
AL051999,990829,18,90,0
AL051999,990830,0,90,0
AL051999,990830,6,90,0
AL051999,990830,12,85,-5
AL051999,990830,18,85,-5
AL051999,990831,0,80,-5
AL051999,990831,6,80,-5
AL051999,990831,12,75,-5
AL051999,990831,18,70,-10
AL051999,990901,0,60,-15
AL051999,990901,6,55,-15
AL051999,990901,12,50,-10
AL051999,990901,18,50,-5
AL051999,990902,0,50,0
AL051999,990902,6,45,-5
AL051999,990902,12,45,-5
AL051999,990902,18,45,0
AL051999,990903,0,45,0
AL051999,990903,6,45,0
AL051999,990903,12,45,0
AL051999,990903,18,50,5
AL051999,990904,0,50,5
AL051999,990904,6,55,5
AL051999,990904,12,55,5
AL051999,990904,18,60,5
AL051999,990905,0,50,-5
AL051999,990905,6,35,0
AL051999,990905,12,30,0
AL051999,990905,18,25,0
AL051999,990906,0,25,0
AL051999,990906,6,20,0
AL051999,990906,12,20,0
AL051999,990906,18,20,0
AL051999,990907,0,20,0
AL051999,990907,6,20,0
AL051999,990907,12,20,0
AL061999,990824,6,30,0
AL061999,990824,12,35,0
AL061999,990824,18,45,15
AL061999,990825,0,45,10
AL061999,990825,6,40,-5
AL061999,990825,12,40,-5
AL061999,990825,18,40,0
AL061999,990826,0,40,0
AL061999,990826,6,40,0
AL061999,990826,12,40,0
AL061999,990826,18,35,-5
AL061999,990827,0,35,-5
AL061999,990827,6,35,0
AL061999,990827,12,35,0
AL061999,990827,18,40,5
AL061999,990828,0,40,5
AL061999,990828,6,35,-5
AL061999,990828,12,30,-10
AL081999,990907,18,25,0
AL081999,990908,0,30,0
AL081999,990908,6,35,10
AL081999,990908,12,40,10
AL081999,990908,18,45,10
AL081999,990909,0,45,5
AL081999,990909,6,45,0
AL081999,990909,12,50,5
AL081999,990909,18,60,15
AL081999,990910,0,60,10
AL081999,990910,6,60,0
AL081999,990910,12,70,10
AL081999,990910,18,70,10
AL081999,990911,0,80,10
AL081999,990911,6,95,25
AL081999,990911,12,95,15
AL081999,990911,18,90,-5
AL081999,990912,0,85,-10
AL081999,990912,6,95,5
AL081999,990912,12,105,20
AL081999,990912,18,115,20
AL081999,990913,0,125,20
AL081999,990913,6,135,20
AL081999,990913,12,135,10
AL081999,990913,18,125,-10
AL081999,990914,0,115,-20
AL081999,990914,6,105,-20
AL081999,990914,12,105,-10
AL081999,990914,18,110,5
AL081999,990915,0,115,10
AL081999,990915,6,110,0
AL081999,990915,12,100,-15
AL081999,990915,18,95,-15
AL081999,990916,0,90,-10
AL081999,990916,6,90,-5
AL081999,990916,12,70,0
AL081999,990916,18,60,0
AL081999,990917,0,50,0
AL081999,990917,6,50,0
AL091999,990911,12,30,0
AL091999,990911,18,30,0
AL091999,990912,0,30,0
AL091999,990912,6,30,0
AL091999,990912,12,35,5
AL091999,990912,18,45,15
AL091999,990913,0,55,20
AL091999,990913,6,60,15
AL091999,990913,12,65,10
AL091999,990913,18,70,10
AL091999,990914,0,75,10
AL091999,990914,6,85,15
AL091999,990914,12,90,15
AL091999,990914,18,95,10
AL091999,990915,0,100,10
AL091999,990915,6,110,15
AL091999,990915,12,115,15
AL091999,990915,18,125,15
AL091999,990916,0,130,15
AL091999,990916,6,130,5
AL091999,990916,12,125,-5
AL091999,990916,18,120,-10
AL091999,990917,0,115,-10
AL091999,990917,6,125,5
AL091999,990917,12,125,10
AL091999,990917,18,115,-10
AL091999,990918,0,110,-15
AL091999,990918,6,105,-10
AL091999,990918,12,105,-5
AL091999,990918,18,105,0
AL091999,990919,0,110,5
AL091999,990919,6,115,10
AL091999,990919,12,115,5
AL091999,990919,18,115,0
AL091999,990920,0,115,0
AL091999,990920,6,110,-5
AL091999,990920,12,105,-10
AL091999,990920,18,100,-10
AL091999,990921,0,95,-10
AL091999,990921,6,90,-10
AL091999,990921,12,85,-10
AL091999,990921,18,80,-10
AL091999,990922,0,75,-10
AL091999,990922,6,75,-5
AL091999,990922,12,70,-5
AL091999,990922,18,65,-10
AL091999,990923,0,60,-10
AL091999,990923,6,60,-5
AL101999,990919,6,30,0
AL101999,990919,12,30,0
AL101999,990919,18,30,0
AL101999,990920,0,40,10
AL101999,990920,6,40,10
AL101999,990920,12,40,0
AL101999,990920,18,50,10
AL101999,990921,0,50,10
AL101999,990921,6,50,0
AL101999,990921,12,50,0
AL101999,990921,18,50,0
AL101999,990922,0,40,0
AL131999,991013,6,30,0
AL131999,991013,12,35,0
AL131999,991013,18,45,15
AL131999,991014,0,55,20
AL131999,991014,6,60,15
AL131999,991014,12,60,5
AL131999,991014,18,60,0
AL131999,991015,0,60,0
AL131999,991015,6,65,5
AL131999,991015,12,65,5
AL131999,991015,18,65,0
AL131999,991016,0,65,0
AL131999,991016,6,65,0
AL131999,991016,12,65,0
AL131999,991016,18,65,0
AL131999,991017,0,65,0
AL131999,991017,6,65,0
AL131999,991017,12,65,0
AL131999,991017,18,70,5
AL131999,991018,0,80,15
AL131999,991018,6,95,25
AL131999,991018,12,90,10
AL131999,991018,18,80,-15
AL131999,991019,0,80,-10
AL141999,991017,18,25,0
AL141999,991018,0,30,0
AL141999,991018,6,35,10
AL141999,991018,12,40,10
AL141999,991018,18,40,5
AL141999,991019,0,45,5
AL141999,991019,6,55,15
AL141999,991019,12,60,15
AL141999,991019,18,65,10
AL141999,991020,0,70,10
AL141999,991020,6,80,15
AL141999,991020,12,85,15
AL141999,991020,18,80,0
AL141999,991021,0,75,-10
AL141999,991021,6,65,-15
AL141999,991021,12,60,-15
AL141999,991021,18,55,-10
AL141999,991022,0,50,-10
AL141999,991022,6,50,-5
AL141999,991022,12,50,0
AL141999,991022,18,50,0
AL141999,991023,0,50,0
AL141999,991023,6,50,0
AL141999,991023,12,55,5
AL141999,991023,18,55,5
AL141999,991024,0,55,0
AL141999,991024,6,60,5
AL141999,991024,12,65,10
AL141999,991024,18,65,5
AL141999,991025,0,60,-5
AL141999,991025,6,55,-10
AL151999,991028,18,30,0
AL151999,991029,0,30,0
AL151999,991029,6,30,0
AL151999,991029,12,30,0
AL151999,991029,18,35,5
AL151999,991030,0,35,5
AL151999,991030,6,30,0
AL151999,991030,12,25,0
AL151999,991030,18,25,0
AL151999,991031,0,25,0
AL151999,991031,6,25,0
AL151999,991031,12,25,0
AL151999,991031,18,25,0
AL151999,991101,0,20,0
AL151999,991101,6,20,0
AL151999,991101,12,20,0
AL161999,991113,18,30,0
AL161999,991114,0,30,0
AL161999,991114,6,30,0
AL161999,991114,12,40,10
AL161999,991114,18,55,25
AL161999,991115,0,70,30
AL161999,991115,6,75,20
AL161999,991115,12,85,15
AL161999,991115,18,75,0
AL161999,991116,0,75,-10
AL161999,991116,6,75,0
AL161999,991116,12,85,10
AL161999,991116,18,85,10
AL161999,991117,0,100,15
AL161999,991117,6,105,20
AL161999,991117,12,115,15
AL161999,991117,18,135,30
AL161999,991118,0,130,15
AL161999,991118,6,125,-10
AL161999,991118,12,120,-10
AL161999,991118,18,110,-15
AL161999,991119,0,85,-35
AL161999,991119,6,75,-35
AL161999,991119,12,70,-15
AL161999,991119,18,60,-15
AL161999,991120,0,55,-15
AL161999,991120,6,55,-5
AL161999,991120,12,50,-5
AL161999,991120,18,45,-10
AL161999,991121,0,40,-10
AL161999,991121,6,30,-15
AL161999,991121,12,30,-10
AL161999,991121,18,25,-5
AL161999,991122,0,25,-5
AL161999,991122,6,25,0
AL161999,991122,12,25,0
AL161999,991122,18,20,-5
AL161999,991123,0,20,-5
AL161999,991123,6,20,0
AL021999,990702,18,30,0
AL021999,990703,0,30,0
AL021999,990703,6,25,0
AL071999,990905,18,25,0
AL071999,990906,0,30,0
AL071999,990906,6,30,5
AL071999,990906,12,30,0
AL071999,990906,18,30,0
AL071999,990907,0,30,0
AL071999,990907,6,30,0
AL071999,990907,12,25,0
AL111999,991004,6,30,0
AL111999,991004,12,30,0
AL111999,991004,18,30,0
AL111999,991005,0,30,0
AL111999,991005,6,30,0
AL111999,991005,12,30,0
AL111999,991005,18,30,0
AL111999,991006,0,30,0
AL111999,991006,6,30,0
AL111999,991006,12,30,0
AL121999,991006,0,30,0
AL121999,991006,6,30,0
AL121999,991006,12,30,0
AL121999,991006,18,30,0
AL121999,991007,0,30,0
AL121999,991007,6,30,0
AL121999,991007,12,30,0
AL121999,991007,18,30,0
AL121999,991008,0,30,0
AL121999,991008,6,30,0
AL121999,991008,12,30,0
AL121999,991008,18,25,-5
AL032000,803,18,25,0
AL032000,804,0,30,0
AL032000,804,6,35,10
AL032000,804,12,35,5
AL032000,804,18,40,5
AL032000,805,0,40,5
AL032000,805,6,45,5
AL032000,805,12,45,5
AL032000,805,18,55,10
AL032000,806,0,65,20
AL032000,806,6,65,10
AL032000,806,12,70,5
AL032000,806,18,75,10
AL032000,807,0,75,5
AL032000,807,6,80,5
AL032000,807,12,80,5
AL032000,807,18,80,0
AL032000,808,0,75,-5
AL032000,808,6,70,-10
AL032000,808,12,70,-5
AL032000,808,18,65,-5
AL032000,809,0,60,-10
AL032000,809,6,60,-5
AL032000,809,12,55,-5
AL032000,809,18,60,0
AL032000,810,0,65,10
AL032000,810,6,65,5
AL032000,810,12,65,0
AL032000,810,18,65,0
AL032000,811,0,70,5
AL032000,811,6,75,10
AL032000,811,12,80,10
AL032000,811,18,85,10
AL032000,812,0,90,10
AL032000,812,6,100,15
AL032000,812,12,110,20
AL032000,812,18,110,10
AL032000,813,0,105,-5
AL032000,813,6,95,-15
AL032000,813,12,85,-20
AL032000,813,18,75,-20
AL032000,814,0,65,-20
AL032000,814,6,60,-15
AL032000,814,12,55,-10
AL032000,814,18,50,-10
AL032000,815,0,45,-10
AL032000,815,6,45,-5
AL032000,815,12,45,0
AL032000,815,18,40,-5
AL032000,816,0,40,-5
AL032000,816,6,40,0
AL032000,816,12,40,0
AL032000,816,18,40,0
AL032000,817,0,45,5
AL032000,817,6,45,5
AL032000,817,12,50,5
AL032000,817,18,50,5
AL032000,818,0,55,5
AL032000,818,6,55,5
AL032000,818,12,60,5
AL032000,818,18,65,10
AL032000,819,0,75,15
AL032000,819,6,80,15
AL032000,819,12,85,10
AL032000,819,18,90,10
AL032000,820,0,90,5
AL032000,820,6,90,0
AL032000,820,12,85,-5
AL032000,820,18,85,-5
AL032000,821,0,85,0
AL032000,821,6,80,-5
AL032000,821,12,80,-5
AL032000,821,18,80,0
AL032000,822,0,75,-5
AL032000,822,6,75,-5
AL032000,822,12,70,-5
AL032000,822,18,65,-10
AL032000,823,0,65,-5
AL032000,823,6,55,-10
AL052000,813,18,30,0
AL052000,814,0,30,0
AL052000,814,6,35,5
AL052000,814,12,40,10
AL052000,814,18,45,10
AL052000,815,0,45,5
AL052000,815,6,45,0
AL052000,815,12,30,0
AL052000,815,18,25,0
AL062000,817,12,25,0
AL062000,817,18,25,0
AL062000,818,0,25,0
AL062000,818,6,30,5
AL062000,818,12,35,10
AL062000,818,18,30,0
AL062000,819,0,25,-10
AL062000,819,6,25,-5
AL062000,819,12,20,-5
AL072000,819,18,30,0
AL072000,820,0,30,0
AL072000,820,6,35,5
AL072000,820,12,40,10
AL072000,820,18,45,10
AL072000,821,0,55,15
AL072000,821,6,65,20
AL072000,821,12,75,20
AL072000,821,18,75,10
AL072000,822,0,70,-5
AL072000,822,6,65,-10
AL072000,822,12,65,-5
AL072000,822,18,65,0
AL072000,823,0,65,0
AL072000,823,6,65,0
AL072000,823,12,60,-5
AL072000,823,18,50,-15
AL072000,824,0,40,-20
AL072000,824,6,35,-15
AL072000,824,12,30,-10
AL082000,901,12,25,0
AL082000,901,18,30,0
AL082000,902,0,30,5
AL082000,902,6,35,5
AL082000,902,12,35,5
AL082000,902,18,35,0
AL082000,903,0,35,0
AL082000,903,6,35,0
AL082000,903,12,35,0
AL082000,903,18,30,-5
AL102000,910,18,30,0
AL102000,911,0,30,0
AL102000,911,6,30,0
AL102000,911,12,45,15
AL102000,911,18,65,35
AL102000,912,0,65,20
AL102000,912,6,60,-5
AL102000,912,12,60,-5
AL102000,912,18,65,5
AL102000,913,0,65,5
AL102000,913,6,65,0
AL102000,913,12,60,-5
AL102000,913,18,55,-10
AL102000,914,0,50,-10
AL102000,914,6,45,-10
AL102000,914,12,45,-5
AL102000,914,18,45,0
AL102000,915,0,45,0
AL102000,915,6,45,0
AL102000,915,12,50,5
AL102000,915,18,60,15
AL102000,916,0,65,15
AL102000,916,6,65,5
AL102000,916,12,65,0
AL102000,916,18,70,5
AL102000,917,0,60,-5
AL102000,917,6,55,-15
AL102000,917,12,50,-10
AL102000,917,18,50,-5
AL112000,914,12,25,0
AL112000,914,18,25,0
AL112000,915,0,25,0
AL112000,915,6,25,0
AL112000,915,12,25,0
AL112000,915,18,30,0
AL112000,916,0,40,15
AL112000,916,6,50,20
AL112000,916,12,55,15
AL112000,916,18,60,10
AL112000,917,0,65,10
AL112000,917,6,70,10
AL112000,917,12,65,0
AL112000,917,18,65,-5
AL112000,918,0,60,-5
AL112000,918,6,40,0
AL112000,918,12,30,0
AL122000,915,12,25,0
AL122000,915,18,25,0
AL122000,916,0,25,0
AL122000,916,6,25,0
AL122000,916,12,30,5
AL122000,919,18,30,0
AL122000,920,0,30,0
AL122000,920,6,25,-5
AL122000,920,12,25,-5
AL122000,920,18,25,0
AL122000,921,0,25,0
AL122000,921,6,35,10
