ID,DATE,TIME,VMAX,PER
AL061990,900806,6,25,0
AL061990,900806,12,25,0
AL061990,900806,18,25,0
AL061990,900807,0,25,0
AL061990,900807,6,25,0
AL061990,900807,12,25,0
AL061990,900807,18,25,0
AL061990,900808,0,30,5
AL061990,900808,6,30,5
AL061990,900808,12,30,0
AL061990,900808,18,35,5
AL061990,900809,0,35,5
AL061990,900809,6,40,5
AL061990,900809,12,35,0
AL061990,900809,18,35,-5
AL061990,900810,0,35,0
AL061990,900810,6,35,0
AL061990,900810,12,30,-5
AL061990,900810,18,30,-5
AL061990,900811,0,30,0
AL061990,900811,6,30,0
AL071990,900811,12,25,0
AL071990,900811,18,25,0
AL071990,900812,0,30,5
AL071990,900812,6,30,5
AL071990,900812,12,30,0
AL071990,900812,18,25,-5
AL071990,900813,12,30,0
AL071990,900813,18,35,0
AL071990,900814,0,35,5
AL071990,900814,6,35,0
AL071990,900814,12,35,0
AL081990,900824,6,25,0
AL081990,900824,12,30,0
AL081990,900824,18,30,5
AL081990,900825,0,35,5
AL081990,900825,6,40,10
AL081990,900825,12,45,10
AL081990,900825,18,50,10
AL081990,900826,0,55,10
AL081990,900826,6,60,10
AL081990,900826,12,65,10
AL081990,900826,18,70,10
AL081990,900827,0,75,10
AL081990,900827,6,85,15
AL081990,900827,12,90,15
AL081990,900827,18,95,10
AL081990,900828,0,95,5
AL081990,900828,6,90,-5
AL081990,900828,12,85,-10
AL081990,900828,18,80,-10
AL081990,900829,0,75,-10
AL081990,900829,6,70,-10
AL081990,900829,12,75,0
AL081990,900829,18,75,5
AL081990,900830,0,80,5
AL081990,900830,6,85,10
AL081990,900830,12,90,10
AL081990,900830,18,95,10
AL081990,900831,0,100,10
AL081990,900831,6,105,10
AL081990,900831,12,100,0
AL081990,900831,18,100,-5
AL081990,900901,0,95,-5
AL081990,900901,6,90,-10
AL081990,900901,12,85,-10
AL081990,900901,18,80,-10
AL081990,900902,0,75,-10
AL081990,900902,6,70,-10
AL081990,900902,12,65,-10
AL081990,900902,18,60,-10
AL081990,900903,0,55,-10
AL091990,900825,0,25,0
AL091990,900825,6,30,0
AL091990,900825,12,30,5
AL091990,900825,18,30,0
AL091990,900826,0,30,0
AL091990,900826,6,35,5
AL091990,900826,12,35,5
AL091990,900826,18,40,5
AL091990,900827,0,40,5
AL091990,900827,6,45,5
AL091990,900827,12,45,5
AL091990,900827,18,50,5
AL091990,900828,0,50,5
AL091990,900828,6,55,5
AL091990,900828,12,55,5
AL091990,900828,18,55,0
AL091990,900829,0,55,0
AL091990,900829,6,50,-5
AL091990,900829,12,45,-10
AL091990,900829,18,35,-15
AL091990,900830,0,30,-15
AL091990,900830,6,30,-5
AL091990,900830,12,30,0
AL091990,900830,18,25,-5
AL091990,900831,0,25,-5
AL091990,900831,6,20,-5
AL101990,900904,0,25,0
AL101990,900904,6,25,0
AL101990,900904,12,25,0
AL101990,900904,18,30,5
AL101990,900905,0,30,5
AL101990,900905,6,30,0
AL101990,900905,12,35,5
AL101990,900905,18,40,10
AL101990,900906,0,45,10
AL101990,900906,6,50,10
AL101990,900906,12,55,10
AL101990,900906,18,60,10
AL101990,900907,0,65,10
AL101990,900907,6,75,15
AL101990,900907,12,85,20
AL101990,900907,18,80,5
AL101990,900908,0,75,-10
AL101990,900908,6,70,-10
AL101990,900908,12,65,-10
AL101990,900908,18,60,-10
AL101990,900909,0,55,-10
AL101990,900909,6,50,-10
AL101990,900909,12,55,0
AL101990,900909,18,65,15
AL101990,900910,0,65,10
AL101990,900910,6,65,0
AL101990,900910,12,65,0
AL101990,900910,18,65,0
AL101990,900911,0,65,0
AL101990,900911,6,75,10
AL101990,900911,12,80,15
AL101990,900911,18,80,5
AL101990,900912,0,75,-5
AL101990,900912,6,75,-5
AL101990,900912,12,70,-5
AL101990,900912,18,65,-10
AL101990,900913,0,65,-5
AL101990,900913,6,65,0
AL101990,900913,12,65,0
AL101990,900913,18,65,0
AL101990,900914,0,65,0
AL101990,900914,6,65,0
AL101990,900914,12,65,0
AL101990,900914,18,65,0
AL101990,900915,0,65,0
AL101990,900915,6,65,0
AL101990,900915,12,65,0
AL101990,900915,18,65,0
AL101990,900916,0,65,0
AL101990,900916,6,60,-5
AL101990,900916,12,55,-10
AL101990,900916,18,45,-15
AL101990,900917,0,45,-10
AL101990,900917,6,35,-10
AL121990,900921,6,30,0
AL121990,900921,12,30,0
AL121990,900921,18,30,0
AL121990,900922,0,30,0
AL121990,900922,6,30,0
AL121990,900922,12,30,0
AL121990,900922,18,30,0
AL121990,900923,0,30,0
AL121990,900923,6,30,0
AL121990,900923,12,30,0
AL121990,900923,18,30,0
AL121990,900924,0,30,0
AL121990,900924,6,30,0
AL121990,900924,12,35,5
AL121990,900924,18,35,5
AL121990,900925,0,40,5
AL121990,900925,6,40,5
AL121990,900925,12,40,0
AL121990,900925,18,35,-5
AL121990,900926,0,35,-5
AL121990,900926,6,30,-5
AL121990,900926,12,30,-5
AL121990,900926,18,30,0
AL121990,900927,0,30,0
AL121990,900927,6,30,0
AL121990,900927,12,25,-5
AL121990,900927,18,25,-5
AL121990,900928,0,25,0
AL121990,900928,6,25,0
AL121990,900928,12,25,0
AL121990,900928,18,25,0
AL121990,900929,0,25,0
AL121990,900929,6,25,0
AL121990,900929,12,25,0
AL121990,900929,18,30,5
AL121990,900930,0,30,5
AL121990,900930,6,30,0
AL121990,900930,12,30,0
AL121990,900930,18,30,0
AL121990,901001,0,30,0
AL121990,901001,6,30,0
AL121990,901001,12,35,5
AL121990,901001,18,35,5
AL121990,901002,0,35,0
AL121990,901002,6,35,0
AL121990,901002,12,40,5
AL121990,901002,18,35,0
AL121990,901003,0,35,-5
AL121990,901003,6,35,0
AL121990,901003,12,35,0
AL121990,901003,18,40,5
AL121990,901004,0,45,10
AL121990,901004,6,50,10
AL121990,901004,12,55,10
AL121990,901004,18,60,10
AL121990,901005,0,65,10
AL121990,901005,6,65,5
AL121990,901005,12,70,5
AL121990,901005,18,75,10
AL121990,901006,0,70,0
AL121990,901006,6,70,-5
AL121990,901006,12,60,-10
AL131990,901003,12,30,0
AL131990,901003,18,35,0
AL131990,901004,0,45,15
AL131990,901004,6,50,15
AL131990,901004,12,50,5
AL131990,901004,18,55,5
AL131990,901005,0,55,5
AL131990,901005,6,60,5
AL131990,901005,12,70,15
AL131990,901005,18,70,10
AL131990,901006,0,65,-5
AL131990,901006,6,60,-10
AL131990,901006,12,60,-5
AL131990,901006,18,55,-5
AL131990,901007,0,55,-5
AL131990,901007,6,55,0
AL131990,901007,12,50,-5
AL131990,901007,18,40,-15
AL131990,901008,0,30,-20
AL131990,901008,6,30,-10
AL131990,901008,12,40,10
AL131990,901008,18,45,15
AL131990,901009,0,45,5
AL131990,901009,6,45,0
AL131990,901009,12,35,-10
AL141990,901006,6,45,0
AL141990,901006,12,50,0
AL141990,901006,18,50,5
AL141990,901007,0,50,0
AL141990,901007,6,45,-5
AL141990,901007,12,45,-5
AL141990,901007,18,45,0
AL141990,901008,0,45,0
AL141990,901008,6,50,5
AL141990,901008,12,50,5
AL141990,901008,18,55,5
AL141990,901009,0,60,10
AL141990,901009,6,60,5
AL141990,901009,12,50,-10
AL141990,901009,18,50,-10
AL141990,901010,0,50,0
AL141990,901010,6,50,0
AL141990,901010,12,55,5
AL141990,901010,18,60,10
AL141990,901011,0,65,10
AL141990,901011,6,65,5
AL141990,901011,12,65,0
AL141990,901011,18,65,0
AL141990,901012,0,65,0
AL141990,901012,6,65,0
AL141990,901012,12,65,0
AL141990,901012,18,65,0
AL141990,901013,0,65,0
AL141990,901013,6,65,0
AL141990,901013,12,60,-5
AL141990,901013,18,50,-15
AL141990,901014,0,50,-10
AL141990,901014,6,50,0
AL141990,901014,12,50,0
AL141990,901014,18,45,-5
AL151990,901009,12,25,0
AL151990,901009,18,30,0
AL151990,901010,0,30,0
AL151990,901010,6,35,0
AL151990,901010,12,40,10
AL151990,901010,18,45,10
AL151990,901011,0,50,10
AL151990,901011,6,55,10
AL151990,901011,12,50,0
AL151990,901011,18,40,-15
AL151990,901012,0,30,-20
AL151990,901012,6,20,0
AL161990,901016,0,25,0
AL161990,901016,6,30,0
AL161990,901016,12,30,5
AL161990,901016,18,35,5
AL161990,901017,0,40,10
AL161990,901017,6,45,10
AL161990,901017,12,55,15
AL161990,901017,18,65,20
AL161990,901018,0,70,15
AL161990,901018,6,75,10
AL161990,901018,12,75,5
AL161990,901018,18,70,-5
AL161990,901019,0,65,-10
AL161990,901019,6,70,0
AL161990,901019,12,75,10
AL161990,901019,18,70,0
AL161990,901020,0,60,-15
AL161990,901020,6,50,-20
AL161990,901020,12,40,-20
AL161990,901020,18,35,-15
AL161990,901021,0,30,-10
AL161990,901021,6,25,-10
AL161990,901021,12,20,-10
AL011990,900524,18,25,0
AL011990,900525,0,25,0
AL011990,900525,6,25,0
AL011990,900525,12,25,0
AL011990,900525,18,25,0
AL011990,900526,0,25,0
AL011990,900526,6,25,0
AL111990,900918,12,30,0
AL111990,900918,18,30,0
AL111990,900919,0,30,0
AL111990,900919,6,30,0
AL111990,900919,12,30,0
AL111990,900919,18,30,0
AL111990,900920,0,30,0
AL111990,900920,6,30,0
AL111990,900920,12,30,0
AL111990,900920,18,30,0
AL111990,900921,0,30,0
AL111990,900921,6,30,0
AL111990,900921,12,30,0
AL111990,900921,18,30,0
AL111990,900922,0,30,0
AL111990,900922,6,30,0
AL111990,900922,12,30,0
AL111990,900922,18,30,0
AL111990,900923,0,30,0
AL111990,900923,6,30,0
AL111990,900923,12,30,0
AL111990,900923,18,30,0
AL111990,900924,0,30,0
AL111990,900924,6,30,0
AL111990,900924,12,30,0
AL111990,900924,18,30,0
AL111990,900925,0,30,0
AL111990,900925,6,30,0
AL111990,900925,12,30,0
AL111990,900925,18,30,0
AL111990,900926,0,30,0
AL111990,900926,6,30,0
AL111990,900926,12,30,0
AL111990,900926,18,30,0
AL111990,900927,0,30,0
AL111990,900927,6,30,0
AL111990,900927,12,30,0
AL011991,910702,18,25,0
AL011991,910703,0,25,0
AL011991,910703,6,25,0
AL011991,910703,12,30,5
AL011991,910703,18,30,5
AL011991,910704,0,40,10
AL011991,910704,6,45,15
AL011991,910704,12,45,5
AL011991,910704,18,45,0
AL011991,910705,0,45,0
AL011991,910705,6,40,-5
AL011991,910705,12,35,-10
AL031991,910816,0,25,0
AL031991,910816,6,25,0
AL031991,910816,12,30,5
AL031991,910816,18,35,10
AL031991,910817,0,40,10
AL031991,910817,6,45,10
AL031991,910817,12,55,15
AL031991,910817,18,65,20
AL031991,910818,0,70,15
AL031991,910818,6,75,10
AL031991,910818,12,80,10
AL031991,910818,18,85,10
AL031991,910819,0,95,15
AL031991,910819,6,100,15
AL031991,910819,12,95,0
AL031991,910819,18,85,-15
AL031991,910820,0,60,-35
AL031991,910820,6,50,0
AL031991,910820,12,45,0
AL061991,910904,12,25,0
AL061991,910904,18,30,0
AL061991,910905,0,30,5
AL061991,910905,6,30,0
AL061991,910905,12,35,5
AL061991,910905,18,40,10
AL061991,910906,0,50,15
AL061991,910906,6,60,20
AL061991,910906,12,75,25
AL061991,910906,18,95,35
AL061991,910907,0,105,30
AL061991,910907,6,110,15
AL061991,910907,12,115,10
AL061991,910907,18,100,-10
AL061991,910908,0,90,-25
AL061991,910908,6,85,-15
AL061991,910908,12,85,-5
AL061991,910908,18,80,-5
AL061991,910909,0,80,-5
AL061991,910909,6,75,-5
AL061991,910909,12,75,-5
AL061991,910909,18,75,0
AL061991,910910,0,70,-5
AL061991,910910,6,60,-15
AL061991,910910,12,55,-15
AL061991,910910,18,45,-15
AL061991,910911,0,40,-15
AL061991,910911,6,40,-5
AL061991,910911,12,35,-5
AL061991,910911,18,30,-10
AL061991,910912,0,30,-5
AL061991,910912,6,30,0
AL061991,910912,12,30,0
AL071991,910907,0,25,0
AL071991,910907,6,25,0
AL071991,910907,12,25,0
AL071991,910907,18,30,5
AL071991,910908,0,30,5
AL071991,910908,6,30,0
AL071991,910908,12,35,5
AL071991,910908,18,40,10
AL071991,910909,0,40,5
AL071991,910909,6,45,5
AL071991,910909,12,45,5
AL071991,910909,18,45,0
AL071991,910910,0,45,0
AL071991,910910,6,45,0
AL071991,910910,12,45,0
AL071991,910910,18,40,-5
AL071991,910911,0,35,-10
AL071991,910911,6,35,-5
AL071991,910911,12,30,-5
AL081991,910908,18,25,0
AL081991,910909,0,25,0
AL081991,910909,6,30,5
AL081991,910909,12,30,5
AL081991,910909,18,35,5
AL081991,910910,0,40,10
AL081991,910910,6,45,10
AL081991,910910,12,50,10
AL081991,910910,18,50,5
AL081991,910911,0,50,0
AL081991,910911,6,50,0
AL081991,910911,12,45,-5
AL081991,910911,18,40,-10
AL081991,910912,0,35,-10
AL081991,910912,6,30,-10
AL091991,911015,0,25,0
AL091991,911015,6,30,0
AL091991,911015,12,35,10
AL091991,911015,18,40,10
AL091991,911016,0,40,5
AL091991,911016,6,40,0
AL091991,911016,12,40,0
AL111991,911025,18,25,0
AL111991,911026,0,30,0
AL111991,911026,6,35,10
AL111991,911026,12,35,5
AL111991,911026,18,40,5
AL111991,911027,0,45,10
AL111991,911027,6,50,10
AL111991,911027,12,55,10
AL111991,911027,18,60,10
AL111991,911028,0,65,10
AL111991,911028,6,65,5
AL111991,911028,12,65,0
AL111991,911028,18,65,0
AL111991,911029,0,70,5
AL111991,911029,6,75,10
AL111991,911029,12,85,15
AL121991,911031,18,40,0
AL121991,911101,0,50,0
AL121991,911101,6,55,15
AL121991,911101,12,60,10
AL121991,911101,18,65,10
AL121991,911102,0,65,5
AL121991,911102,6,60,-5
AL121991,911102,12,50,-15
AL121991,911102,18,30,0
AL021991,910705,18,25,0
AL021991,910706,0,25,0
AL021991,910706,6,25,0
AL021991,910706,12,30,5
AL021991,910706,18,30,5
AL021991,910707,0,20,-10
AL041991,910824,12,25,0
AL041991,910824,18,30,0
AL041991,910825,0,30,5
AL041991,910825,6,30,0
AL041991,910825,12,30,0
AL041991,910825,18,30,0
AL041991,910826,0,25,-5
AL051991,910828,12,25,0
AL051991,910828,18,30,0
AL051991,910829,0,30,5
AL051991,910829,6,30,0
AL051991,910829,12,30,0
AL051991,910829,18,30,0
AL051991,910830,0,30,0
AL051991,910830,6,30,0
AL051991,910830,12,30,0
AL051991,910830,18,30,0
AL051991,910831,0,30,0
AL051991,910831,6,25,-5
AL051991,910831,12,25,-5
AL101991,911024,12,25,0
AL101991,911024,18,25,0
AL101991,911025,0,25,0
AL101991,911025,6,25,0
AL101991,911025,12,25,0
AL011992,920421,12,25,0
AL011992,920421,18,25,0
AL011992,920422,0,30,5
AL011992,920422,6,45,20
AL011992,920422,12,45,15
AL011992,920422,18,45,0
AL011992,920423,0,45,0
AL011992,920423,6,40,-5
AL011992,920423,12,35,-10
AL011992,920423,18,30,-10
AL011992,920424,0,25,-10
AL011992,920424,6,25,-5
AL011992,920424,12,25,0
AL011992,920424,18,25,0
AL041992,920816,18,25,0
AL041992,920817,0,30,0
AL041992,920817,6,30,5
AL041992,920817,12,35,5
AL041992,920817,18,35,5
AL041992,920818,0,40,5
AL041992,920818,6,45,10
AL041992,920818,12,45,5
AL041992,920818,18,45,0
AL041992,920819,0,45,0
AL041992,920819,6,45,0
AL041992,920819,12,45,0
AL041992,920819,18,45,0
AL041992,920820,0,40,-5
AL041992,920820,6,40,-5
AL041992,920820,12,40,0
AL041992,920820,18,40,0
AL041992,920821,0,45,5
AL041992,920821,6,45,5
AL041992,920821,12,50,5
AL041992,920821,18,50,5
AL041992,920822,0,55,5
AL041992,920822,6,65,15
AL041992,920822,12,80,25
AL041992,920822,18,95,30
AL041992,920823,0,110,30
AL041992,920823,6,130,35
AL041992,920823,12,145,35
AL041992,920823,18,150,20
AL041992,920824,0,125,-20
AL041992,920824,6,130,-20
AL041992,920824,12,115,0
AL041992,920824,18,115,0
AL041992,920825,0,115,0
AL041992,920825,6,115,0
AL041992,920825,12,120,5
AL041992,920825,18,125,10
AL041992,920826,0,125,5
AL041992,920826,6,120,-5
AL041992,920826,12,80,0
AL041992,920826,18,50,0
AL041992,920827,0,35,0
AL041992,920827,6,30,0
AL041992,920827,12,30,0
AL041992,920827,18,25,0
AL041992,920828,0,20,0
AL041992,920828,6,20,0
AL051992,920917,18,30,0
AL051992,920918,0,30,0
AL051992,920918,6,35,5
AL051992,920918,12,45,15
AL051992,920918,18,65,30
AL051992,920919,0,75,30
AL051992,920919,6,80,15
AL051992,920919,12,85,10
AL051992,920919,18,90,10
AL051992,920920,0,90,5
AL051992,920920,6,85,-5
AL051992,920920,12,85,-5
AL051992,920920,18,85,0
AL051992,920921,0,90,5
AL051992,920921,6,90,5
AL051992,920921,12,90,0
AL051992,920921,18,95,5
AL051992,920922,0,95,5
AL051992,920922,6,95,0
AL051992,920922,12,90,-5
AL051992,920922,18,90,-5
AL051992,920923,0,90,0
AL051992,920923,6,85,-5
AL051992,920923,12,85,-5
AL051992,920923,18,80,-5
AL051992,920924,0,75,-10
AL051992,920924,6,70,-10
AL051992,920924,12,65,-10
AL051992,920924,18,60,-10
AL051992,920925,0,55,-10
AL051992,920925,6,45,-15
AL051992,920925,12,40,-15
AL051992,920925,18,35,-10
AL051992,920926,0,30,-10
AL051992,920926,6,30,-5
AL051992,920926,12,30,0
AL051992,920926,18,35,5
AL051992,920927,0,35,5
AL051992,920927,6,40,5
AL051992,920927,12,40,5
AL051992,920927,18,45,5
AL051992,920928,0,50,10
AL051992,920928,6,55,10
AL051992,920928,12,60,10
AL051992,920928,18,60,5
AL051992,920929,0,60,0
AL051992,920929,6,60,0
AL051992,920929,12,55,-5
AL051992,920929,18,55,-5
AL051992,920930,0,55,0
AL051992,920930,6,55,0
AL051992,920930,12,50,-5
AL051992,920930,18,40,-15
AL061992,920921,18,25,0
AL061992,920922,0,30,0
AL061992,920922,6,30,5
AL061992,920922,12,35,5
AL061992,920922,18,45,15
AL061992,920923,0,55,20
AL061992,920923,6,60,15
AL061992,920923,12,65,10
AL061992,920923,18,75,15
AL061992,920924,0,85,20
AL061992,920924,6,90,15
AL061992,920924,12,90,5
AL061992,920924,18,95,5
AL061992,920925,0,95,5
AL061992,920925,6,90,-5
AL061992,920925,12,85,-10
AL061992,920925,18,75,-15
AL061992,920926,0,70,-15
AL061992,920926,6,65,-10
AL061992,920926,12,65,-5
AL061992,920926,18,65,0
AL061992,920927,0,60,-5
AL061992,920927,6,55,-10
AL061992,920927,12,55,-5
AL071992,920922,12,30,0
AL071992,920922,18,45,0
AL071992,920923,0,45,15
AL071992,920923,6,45,0
AL071992,920923,12,40,-5
AL071992,920923,18,40,-5
AL071992,920924,0,40,0
AL071992,920924,6,40,0
AL071992,920924,12,40,0
AL071992,920924,18,40,0
AL071992,920925,0,45,5
AL071992,920925,6,45,5
AL071992,920925,12,55,10
AL071992,920925,18,55,10
AL071992,920926,0,40,0
AL071992,920926,6,35,0
AL071992,920926,12,25,0
AL091992,920926,18,25,0
AL091992,920927,0,25,0
AL091992,920927,6,25,0
AL091992,920927,12,30,5
AL091992,920927,18,30,5
AL091992,920928,0,30,0
AL091992,920928,6,30,0
AL091992,920928,12,30,0
AL091992,920928,18,30,0
AL091992,920929,0,30,0
AL091992,920929,6,30,0
AL091992,920929,12,35,5
AL091992,920929,18,40,10
AL091992,920930,0,40,5
AL091992,920930,6,40,0
AL091992,920930,12,45,5
AL091992,920930,18,50,10
AL091992,921001,0,50,5
AL091992,921001,6,50,0
AL091992,921001,12,50,0
AL091992,921001,18,55,5
AL091992,921002,0,55,5
AL091992,921002,6,50,-5
AL091992,921002,12,45,-10
AL091992,921002,18,40,-10
AL091992,921003,0,35,-10
AL091992,921003,6,35,-5
AL091992,921003,12,30,-5
AL101992,921023,6,55,0
AL101992,921023,12,60,0
AL101992,921023,18,65,10
AL101992,921024,0,65,5
AL101992,921024,6,70,5
AL101992,921024,12,75,10
AL101992,921024,18,75,5
AL101992,921025,0,70,-5
AL101992,921025,6,65,-10
AL101992,921025,12,65,-5
AL101992,921025,18,60,-5
AL101992,921026,0,60,-5
AL101992,921026,6,60,0
AL101992,921026,12,60,0
AL101992,921026,18,55,-5
AL101992,921027,0,55,-5
AL021992,920625,12,25,0
AL021992,920625,18,30,0
AL021992,920626,0,30,5
AL021992,920626,6,30,0
AL021992,920626,12,30,0
AL031992,920724,18,25,0
AL031992,920725,0,30,0
AL031992,920725,6,30,5
AL031992,920725,12,30,0
AL031992,920725,18,30,0
AL031992,920726,0,25,-5
AL031992,920726,6,25,-5
AL031992,920726,12,20,-5
AL081992,920925,12,25,0
AL081992,920925,18,30,0
AL081992,920926,0,30,5
AL081992,920926,6,25,-5
AL081992,920926,12,25,-5
AL081992,920926,18,25,0
AL081992,920927,0,30,5
AL081992,920927,6,30,5
AL081992,920927,12,30,0
AL081992,920927,18,30,0
AL081992,920928,0,30,0
AL081992,920928,6,25,-5
AL081992,920928,12,25,-5
AL081992,920928,18,25,0
AL081992,920929,0,30,5
AL081992,920929,6,30,5
AL081992,920929,12,30,0
AL081992,920929,18,30,0
AL081992,920930,0,30,0
AL081992,920930,6,30,0
AL081992,920930,12,30,0
AL081992,920930,18,30,0
AL081992,921001,0,30,0
AL081992,921001,6,25,-5
AL081992,921001,12,20,-10
AL021993,930618,0,25,0
AL021993,930618,6,25,0
AL021993,930618,12,25,0
AL021993,930618,18,30,5
AL021993,930619,0,30,5
AL021993,930619,6,30,0
AL021993,930619,12,35,5
AL021993,930619,18,35,5
AL021993,930620,0,35,0
AL021993,930620,6,35,0
AL021993,930620,12,30,0
AL021993,930620,18,30,0
AL021993,930621,0,30,0
AL021993,930621,6,25,0
AL031993,930804,12,30,0
AL031993,930804,18,30,0
AL031993,930805,0,35,5
AL031993,930805,6,40,10
AL031993,930805,12,45,10
AL031993,930805,18,45,5
AL031993,930806,0,45,0
AL031993,930806,6,50,5
AL031993,930806,12,50,5
AL031993,930806,18,50,0
AL031993,930807,0,50,0
AL031993,930807,6,50,0
AL031993,930807,12,50,0
AL031993,930807,18,45,-5
AL031993,930808,0,40,-10
AL031993,930808,6,40,-5
AL031993,930808,12,40,0
AL031993,930808,18,40,0
AL031993,930809,0,40,0
AL031993,930809,6,35,0
AL031993,930809,12,30,0
AL031993,930809,18,30,-5
AL031993,930810,0,30,0
AL031993,930810,6,35,5
AL031993,930810,12,40,10
AL031993,930810,18,35,0
AL031993,930811,0,25,0
AL031993,930811,6,20,0
AL031993,930811,12,20,0
AL041993,930814,12,30,0
AL041993,930814,18,35,0
AL041993,930815,0,35,5
AL041993,930815,6,35,0
AL041993,930815,12,35,0
AL041993,930815,18,35,0
AL041993,930816,0,35,0
AL041993,930816,6,35,0
AL041993,930816,12,40,5
AL041993,930816,18,35,0
AL041993,930817,0,30,0
AL061993,930823,12,25,0
AL061993,930823,18,30,0
AL061993,930824,0,30,5
AL061993,930824,6,30,0
AL061993,930824,12,35,5
AL061993,930824,18,40,10
AL061993,930825,0,45,10
AL061993,930825,6,45,5
AL061993,930825,12,45,0
AL061993,930825,18,45,0
AL061993,930826,0,45,0
AL061993,930826,6,45,0
AL061993,930826,12,45,0
AL061993,930826,18,40,-5
AL061993,930827,0,40,-5
AL061993,930827,6,35,-5
AL061993,930827,12,30,-10
AL061993,930827,18,25,-10
AL061993,930828,0,25,-5
AL061993,930828,6,25,0
AL061993,930828,12,25,0
AL051993,930822,18,30,0
AL051993,930823,0,30,0
AL051993,930823,6,30,0
AL051993,930823,12,30,0
AL051993,930823,18,30,0
AL051993,930824,0,30,0
AL051993,930824,6,30,0
AL051993,930824,12,30,0
AL051993,930824,18,30,0
AL051993,930825,0,30,0
AL051993,930825,6,30,0
AL051993,930825,12,35,5
AL051993,930825,18,40,10
AL051993,930826,0,45,10
AL051993,930826,6,55,15
AL051993,930826,12,60,15
AL051993,930826,18,65,10
AL051993,930827,0,60,0
AL051993,930827,6,60,-5
AL051993,930827,12,60,0
AL051993,930827,18,65,5
AL051993,930828,0,75,15
AL051993,930828,6,75,10
AL051993,930828,12,75,0
AL051993,930828,18,75,0
AL051993,930829,0,70,-5
AL051993,930829,6,70,-5
AL051993,930829,12,70,0
AL051993,930829,18,70,0
AL051993,930830,0,70,0
AL051993,930830,6,70,0
AL051993,930830,12,75,5
AL051993,930830,18,75,5
AL051993,930831,0,80,5
AL051993,930831,6,85,10
AL051993,930831,12,95,15
AL051993,930831,18,100,15
AL051993,930901,0,100,5
AL051993,930901,6,100,0
AL051993,930901,12,95,-5
AL051993,930901,18,90,-10
AL051993,930902,0,90,-5
AL051993,930902,6,90,0
AL051993,930902,12,90,0
AL051993,930902,18,85,-5
AL051993,930903,0,80,-10
AL051993,930903,6,75,-10
AL051993,930903,12,70,-10
AL051993,930903,18,60,-15
AL051993,930904,0,50,-20
AL051993,930904,6,40,-20
AL051993,930904,12,35,-15
AL051993,930904,18,30,-10
AL051993,930905,0,30,-5
AL051993,930905,6,30,0
AL051993,930905,12,25,-5
AL051993,930905,18,25,-5
AL051993,930906,0,25,0
AL051993,930906,6,25,0
AL071993,930907,12,25,0
AL071993,930907,18,40,0
AL071993,930908,0,45,20
AL071993,930908,6,45,5
AL071993,930908,12,40,-5
AL071993,930908,18,40,-5
AL071993,930909,0,40,0
AL071993,930909,6,40,0
AL071993,930909,12,50,10
AL071993,930909,18,65,25
AL071993,930910,0,65,15
AL071993,930910,6,65,0
AL071993,930910,12,65,0
AL081993,930914,18,25,0
AL081993,930915,0,30,0
AL081993,930915,6,30,5
AL081993,930915,12,35,5
AL081993,930915,18,35,5
AL081993,930916,0,30,0
AL081993,930916,6,30,0
AL081993,930916,12,30,0
AL081993,930916,18,25,0
AL081993,930917,0,25,0
AL081993,930917,6,25,0
AL081993,930917,12,25,0
AL081993,930917,18,35,0
AL081993,930918,0,35,0
AL081993,930918,6,35,0
AL081993,930918,12,30,0
AL081993,930918,18,30,0
AL081993,930919,0,30,0
AL081993,930919,6,35,5
AL081993,930919,12,40,10
AL081993,930919,18,45,10
AL081993,930920,0,55,15
AL081993,930920,6,65,20
AL081993,930920,12,80,25
AL081993,930920,18,85,20
AL081993,930921,0,65,0
AL081993,930921,6,40,0
AL081993,930921,12,25,0
AL081993,930921,18,20,0
AL091993,930918,18,30,0
AL091993,930919,0,30,0
AL091993,930919,6,30,0
AL091993,930919,12,30,0
AL091993,930919,18,30,0
AL091993,930920,0,30,0
AL091993,930920,6,35,5
AL091993,930920,12,50,20
AL091993,930920,18,65,30
AL091993,930921,0,60,10
AL091993,930921,6,55,-10
AL091993,930921,12,50,-10
AL091993,930921,18,50,-5
AL011993,930531,12,25,0
AL011993,930531,18,25,0
AL011993,930601,0,25,0
AL011993,930601,6,25,0
AL011993,930601,12,30,5
AL011993,930601,18,30,5
AL011993,930602,0,30,0
AL011993,930602,6,30,0
AL011993,930602,12,35,5
AL011993,930602,18,35,5
AL011993,930603,0,35,0
AL101993,930929,18,30,0
AL101993,930930,0,30,0
AL101993,930930,6,30,0
AL101993,930930,12,30,0
AL101993,930930,18,30,0
AL011994,940630,6,25,0
AL011994,940630,12,25,0
AL011994,940630,18,30,5
AL011994,940701,0,30,5
AL011994,940701,6,30,0
AL011994,940701,12,30,0
AL011994,940701,18,30,0
AL011994,940702,0,35,5
AL011994,940702,6,35,5
AL011994,940702,12,40,5
AL011994,940702,18,45,10
AL011994,940703,0,45,5
AL011994,940703,6,50,5
AL011994,940703,12,55,10
AL011994,940703,18,45,-5
AL011994,940704,0,25,0
AL011994,940704,6,20,0
AL011994,940704,12,20,0
AL011994,940704,18,20,0
AL011994,940705,0,20,0
AL011994,940705,6,20,0
AL011994,940705,12,20,0
AL011994,940705,18,20,0
AL011994,940706,0,15,0
AL011994,940706,6,15,0
AL011994,940706,12,15,0
AL011994,940706,18,15,0
